id,customer_id,email,created_at,processed_at,currency,total_price,subtotal_price,total_tax,financial_status,fulfillment_status,location_id,_fivetran_synced
51,41,arabella.mitchell@gmail.com,2022-08-11 15:01:40,2022-08-11 17:16:40,GBP,47.1,39.25,7.85,paid,pending,4,2025-07-19 10:00:00
52,5,amelia.jones@gmail.com,2022-08-12 16:35:45,2022-08-12 19:29:45,GBP,177.07,147.56,29.51,paid,fulfilled,4,2025-07-19 10:00:00
53,30,penelope.king@yahoo.co.uk,2022-08-12 15:40:41,2022-08-12 16:31:41,GBP,20.94,17.45,3.49,pending,fulfilled,4,2025-07-19 10:00:00
54,9,ella.moore@outlook.com,2022-08-12 08:48:13,2022-08-12 10:11:13,GBP,69.04,57.53,11.51,pending,fulfilled,4,2025-07-19 10:00:00
55,43,delilah.roberts@hotmail.co.uk,2022-08-12 17:34:52,2022-08-12 18:56:52,GBP,35.21,29.34,5.87,paid,fulfilled,2,2025-07-19 10:00:00
56,5,amelia.jones@gmail.com,2022-08-13 12:39:21,2022-08-13 15:26:21,GBP,49.15,40.96,8.19,paid,fulfilled,4,2025-07-19 10:00:00
57,33,hazel.hill@gmail.com,2022-08-14 13:16:34,2022-08-14 15:50:34,GBP,30.11,25.09,5.02,paid,pending,4,2025-07-19 10:00:00
58,18,aria.garcia@yahoo.co.uk,2022-08-15 18:54:54,2022-08-15 19:43:54,GBP,87.78,73.15,14.63,paid,fulfilled,2,2025-07-19 10:00:00
59,44,robyn.turner@outlook.com,2022-08-15 16:19:16,2022-08-15 19:52:16,GBP,124.99,104.16,20.83,paid,pending,2,2025-07-19 10:00:00
60,32,nova.lopez@outlook.com,2022-08-16 16:22:00,2022-08-16 19:14:00,GBP,66.85,55.71,11.14,paid,fulfilled,4,2025-07-19 10:00:00
61,26,luna.hall@outlook.com,2022-08-17 16:53:05,2022-08-17 20:51:05,GBP,87.25,72.71,14.54,paid,fulfilled,4,2025-07-19 10:00:00
62,35,eden.green@gmail.com,2022-08-18 19:04:59,2022-08-18 20:33:59,GBP,37.72,31.43,6.29,paid,pending,4,2025-07-19 10:00:00
63,13,ruby.jackson@hotmail.co.uk,2022-08-19 20:50:13,2022-08-19 22:20:13,GBP,82.03,68.36,13.67,paid,pending,4,2025-07-19 10:00:00
64,30,penelope.king@yahoo.co.uk,2022-08-20 14:03:55,2022-08-20 16:36:55,GBP,35.38,29.48,5.9,paid,fulfilled,4,2025-07-19 10:00:00
65,15,freya.harris@gmail.com,2022-08-20 15:27:44,2022-08-20 18:56:44,GBP,39.71,33.09,6.62,paid,fulfilled,4,2025-07-19 10:00:00
66,44,robyn.turner@outlook.com,2022-08-21 09:47:02,2022-08-21 11:15:02,GBP,27.16,22.63,4.53,paid,fulfilled,2,2025-07-19 10:00:00
67,22,willow.rodriguez@btinternet.com,2022-08-21 08:33:58,2022-08-21 11:21:58,GBP,151.99,126.66,25.33,paid,fulfilled,4,2025-07-19 10:00:00
68,25,daisy.walker@hotmail.co.uk,2022-08-22 20:15:28,2022-08-22 22:55:28,GBP,70.98,59.15,11.83,paid,fulfilled,4,2025-07-19 10:00:00
69,15,freya.harris@gmail.com,2022-08-22 11:01:04,2022-08-22 13:47:04,GBP,171.5,142.92,28.58,pending,fulfilled,4,2025-07-19 10:00:00
70,49,holly.edwards@hotmail.co.uk,2022-08-22 11:06:04,2022-08-22 13:41:04,GBP,53.83,44.86,8.97,paid,fulfilled,1,2025-07-19 10:00:00
71,31,aurora.wright@hotmail.co.uk,2022-08-23 10:36:32,2022-08-23 13:15:32,GBP,56.48,47.07,9.41,refunded,fulfilled,4,2025-07-19 10:00:00
72,17,evie.thompson@gmail.com,2022-08-23 13:33:51,2022-08-23 16:20:51,GBP,54.22,45.18,9.04,paid,fulfilled,4,2025-07-19 10:00:00
73,39,imogen.nelson@gmail.com,2022-08-23 10:34:21,2022-08-23 12:38:21,GBP,29.63,24.69,4.94,paid,fulfilled,4,2025-07-19 10:00:00
74,16,hannah.martin@btinternet.com,2022-08-24 15:40:42,2022-08-24 17:07:42,GBP,57.95,48.29,9.66,paid,fulfilled,4,2025-07-19 10:00:00
75,10,scarlett.taylor@gmail.com,2022-08-24 16:27:04,2022-08-24 19:23:04,GBP,20.58,17.15,3.43,refunded,fulfilled,4,2025-07-19 10:00:00
76,49,holly.edwards@hotmail.co.uk,2022-08-25 18:12:42,2022-08-25 21:36:42,GBP,58.55,48.79,9.76,pending,fulfilled,4,2025-07-19 10:00:00
77,25,daisy.walker@hotmail.co.uk,2022-08-25 18:11:11,2022-08-25 20:01:11,GBP,57.17,47.64,9.53,paid,fulfilled,4,2025-07-19 10:00:00
78,33,hazel.hill@gmail.com,2022-08-25 13:04:14,2022-08-25 16:03:14,GBP,24.92,20.77,4.15,paid,fulfilled,4,2025-07-19 10:00:00
79,17,evie.thompson@gmail.com,2022-08-26 17:34:03,2022-08-26 18:06:03,GBP,47.0,39.17,7.83,paid,fulfilled,4,2025-07-19 10:00:00
80,25,daisy.walker@hotmail.co.uk,2022-08-26 20:57:43,2022-08-26 22:39:43,GBP,57.86,48.22,9.64,paid,fulfilled,4,2025-07-19 10:00:00
81,49,holly.edwards@hotmail.co.uk,2022-08-26 09:13:39,2022-08-26 12:04:39,GBP,37.1,30.92,6.18,paid,fulfilled,4,2025-07-19 10:00:00
82,9,ella.moore@outlook.com,2022-08-26 16:24:08,2022-08-26 17:20:08,GBP,41.38,34.48,6.9,paid,fulfilled,1,2025-07-19 10:00:00
83,36,matilda.adams@yahoo.co.uk,2022-08-27 18:04:24,2022-08-27 19:50:24,GBP,68.26,56.88,11.38,paid,partial,4,2025-07-19 10:00:00
84,14,poppy.white@outlook.com,2022-08-27 16:58:52,2022-08-27 18:15:52,GBP,28.04,23.37,4.67,paid,pending,4,2025-07-19 10:00:00
85,37,lola.baker@hotmail.co.uk,2022-08-27 18:47:24,2022-08-27 21:18:24,GBP,70.32,58.6,11.72,paid,fulfilled,2,2025-07-19 10:00:00
86,12,mia.thomas@gmail.com,2022-08-28 12:13:12,2022-08-28 15:35:12,GBP,34.78,28.98,5.8,paid,fulfilled,4,2025-07-19 10:00:00
87,9,ella.moore@outlook.com,2022-08-29 11:43:51,2022-08-29 14:31:51,GBP,57.5,47.92,9.58,paid,pending,4,2025-07-19 10:00:00
88,5,amelia.jones@gmail.com,2022-08-29 11:56:56,2022-08-29 15:13:56,GBP,21.23,17.69,3.54,paid,partial,4,2025-07-19 10:00:00
89,46,martha.campbell@btinternet.com,2022-08-30 14:47:31,2022-08-30 17:59:31,GBP,33.48,27.9,5.58,paid,fulfilled,4,2025-07-19 10:00:00
90,36,matilda.adams@yahoo.co.uk,2022-08-30 14:53:50,2022-08-30 18:03:50,GBP,46.9,39.08,7.82,paid,pending,2,2025-07-19 10:00:00
91,7,lily.davis@gmail.com,2022-08-30 15:15:50,2022-08-30 18:16:50,GBP,24.3,20.25,4.05,paid,fulfilled,4,2025-07-19 10:00:00
92,7,lily.davis@gmail.com,2022-08-31 10:39:42,2022-08-31 11:10:42,GBP,41.23,34.36,6.87,paid,fulfilled,2,2025-07-19 10:00:00
93,3,charlotte.brown@outlook.com,2022-08-31 12:21:36,2022-08-31 15:03:36,GBP,49.26,41.05,8.21,paid,partial,4,2025-07-19 10:00:00
94,38,esme.gonzalez@outlook.com,2022-09-01 09:27:45,2022-09-01 11:28:45,GBP,44.3,36.92,7.38,paid,fulfilled,4,2025-07-19 10:00:00
95,14,poppy.white@outlook.com,2022-09-02 14:35:56,2022-09-02 17:09:56,GBP,45.88,38.23,7.65,paid,fulfilled,3,2025-07-19 10:00:00
96,48,orla.evans@yahoo.co.uk,2022-09-03 17:23:12,2022-09-03 20:28:12,GBP,45.76,38.13,7.63,pending,fulfilled,1,2025-07-19 10:00:00
97,39,imogen.nelson@gmail.com,2022-09-04 14:34:42,2022-09-04 16:39:42,GBP,127.07,105.89,21.18,paid,fulfilled,4,2025-07-19 10:00:00
98,39,imogen.nelson@gmail.com,2022-09-05 20:55:48,2022-09-06 00:17:48,GBP,47.98,39.98,8.0,paid,partial,2,2025-07-19 10:00:00
99,37,lola.baker@hotmail.co.uk,2022-09-05 19:05:56,2022-09-05 20:05:56,GBP,35.53,29.61,5.92,paid,fulfilled,4,2025-07-19 10:00:00
100,19,ivy.martinez@hotmail.co.uk,2022-09-05 10:30:50,2022-09-05 12:17:50,GBP,34.45,28.71,5.74,pending,fulfilled,4,2025-07-19 10:00:00
101,3,charlotte.brown@outlook.com,2022-09-06 11:38:06,2022-09-06 15:38:06,GBP,43.82,36.52,7.3,paid,fulfilled,4,2025-07-19 10:00:00
102,46,martha.campbell@btinternet.com,2022-09-06 12:52:30,2022-09-06 15:09:30,GBP,84.12,70.1,14.02,paid,fulfilled,4,2025-07-19 10:00:00
103,37,lola.baker@hotmail.co.uk,2022-09-07 19:06:33,2022-09-07 22:19:33,GBP,88.21,73.51,14.7,paid,fulfilled,4,2025-07-19 10:00:00
104,44,robyn.turner@outlook.com,2022-09-07 18:05:24,2022-09-07 19:09:24,GBP,60.68,50.57,10.11,pending,fulfilled,4,2025-07-19 10:00:00
105,46,martha.campbell@btinternet.com,2022-09-07 09:18:45,2022-09-07 11:19:45,GBP,72.91,60.76,12.15,paid,fulfilled,4,2025-07-19 10:00:00
106,21,maya.clark@gmail.com,2022-09-08 12:09:54,2022-09-08 12:41:54,GBP,55.5,46.25,9.25,pending,fulfilled,4,2025-07-19 10:00:00
107,10,scarlett.taylor@gmail.com,2022-09-08 12:18:30,2022-09-08 13:42:30,GBP,79.55,66.29,13.26,paid,pending,4,2025-07-19 10:00:00
108,17,evie.thompson@gmail.com,2022-09-09 16:28:02,2022-09-09 20:06:02,GBP,150.25,125.21,25.04,paid,fulfilled,4,2025-07-19 10:00:00
109,43,delilah.roberts@hotmail.co.uk,2022-09-09 10:07:45,2022-09-09 13:57:45,GBP,34.61,28.84,5.77,paid,fulfilled,4,2025-07-19 10:00:00
110,29,jasmine.hernandez@gmail.com,2022-09-09 16:31:07,2022-09-09 18:47:07,GBP,19.01,15.84,3.17,paid,partial,4,2025-07-19 10:00:00
111,32,nova.lopez@outlook.com,2022-09-10 12:18:47,2022-09-10 14:58:47,GBP,53.06,44.22,8.84,paid,pending,4,2025-07-19 10:00:00
112,27,rose.allen@gmail.com,2022-09-10 16:55:34,2022-09-10 17:39:34,GBP,36.07,30.06,6.01,paid,fulfilled,4,2025-07-19 10:00:00
113,2,sophie.williams@hotmail.co.uk,2022-09-11 15:49:17,2022-09-11 18:02:17,GBP,31.39,26.16,5.23,pending,fulfilled,4,2025-07-19 10:00:00
114,37,lola.baker@hotmail.co.uk,2022-09-11 17:04:06,2022-09-11 19:16:06,GBP,46.64,38.87,7.77,paid,partial,1,2025-07-19 10:00:00
115,38,esme.gonzalez@outlook.com,2022-09-12 17:51:10,2022-09-12 18:51:10,GBP,21.94,18.28,3.66,paid,fulfilled,4,2025-07-19 10:00:00
116,27,rose.allen@gmail.com,2022-09-12 09:52:32,2022-09-12 13:00:32,GBP,26.96,22.47,4.49,paid,fulfilled,4,2025-07-19 10:00:00
117,23,phoebe.lewis@gmail.com,2022-09-13 11:30:09,2022-09-13 15:02:09,GBP,49.99,41.66,8.33,paid,fulfilled,4,2025-07-19 10:00:00
118,44,robyn.turner@outlook.com,2022-09-14 13:50:49,2022-09-14 15:41:49,GBP,55.51,46.26,9.25,paid,fulfilled,2,2025-07-19 10:00:00
119,46,martha.campbell@btinternet.com,2022-09-15 20:41:15,2022-09-15 21:27:15,GBP,49.93,41.61,8.32,paid,fulfilled,4,2025-07-19 10:00:00
120,20,zoe.robinson@outlook.com,2022-09-16 09:03:01,2022-09-16 10:24:01,GBP,18.94,15.78,3.16,paid,pending,4,2025-07-19 10:00:00
121,9,ella.moore@outlook.com,2022-09-17 17:30:26,2022-09-17 20:14:26,GBP,167.8,139.83,27.97,paid,fulfilled,4,2025-07-19 10:00:00
122,2,sophie.williams@hotmail.co.uk,2022-09-18 12:26:15,2022-09-18 16:13:15,GBP,19.5,16.25,3.25,paid,fulfilled,3,2025-07-19 10:00:00
123,20,zoe.robinson@outlook.com,2022-09-19 19:35:48,2022-09-19 20:53:48,GBP,35.0,29.17,5.83,paid,pending,4,2025-07-19 10:00:00
124,31,aurora.wright@hotmail.co.uk,2022-09-19 11:18:35,2022-09-19 14:21:35,GBP,20.98,17.48,3.5,paid,fulfilled,3,2025-07-19 10:00:00
125,32,nova.lopez@outlook.com,2022-09-19 09:36:26,2022-09-19 10:15:26,GBP,45.56,37.97,7.59,paid,fulfilled,4,2025-07-19 10:00:00
126,11,chloe.anderson@yahoo.co.uk,2022-09-19 13:41:57,2022-09-19 15:40:57,GBP,148.34,123.62,24.72,paid,fulfilled,4,2025-07-19 10:00:00
127,25,daisy.walker@hotmail.co.uk,2022-09-20 15:16:02,2022-09-20 16:06:02,GBP,20.09,16.74,3.35,paid,pending,4,2025-07-19 10:00:00
128,28,iris.young@btinternet.com,2022-09-20 17:46:25,2022-09-20 18:40:25,GBP,90.4,75.33,15.07,paid,fulfilled,4,2025-07-19 10:00:00
129,5,amelia.jones@gmail.com,2022-09-20 11:17:36,2022-09-20 12:01:36,GBP,20.42,17.02,3.4,paid,fulfilled,1,2025-07-19 10:00:00
130,21,maya.clark@gmail.com,2022-09-20 11:30:08,2022-09-20 14:45:08,GBP,18.9,15.75,3.15,paid,fulfilled,4,2025-07-19 10:00:00
131,50,margot.collins@outlook.com,2022-09-21 09:34:28,2022-09-21 11:16:28,GBP,79.86,66.55,13.31,pending,fulfilled,4,2025-07-19 10:00:00
132,43,delilah.roberts@hotmail.co.uk,2022-09-22 19:36:35,2022-09-22 22:20:35,GBP,149.75,124.79,24.96,paid,fulfilled,4,2025-07-19 10:00:00
133,44,robyn.turner@outlook.com,2022-09-23 10:19:21,2022-09-23 12:53:21,GBP,86.5,72.08,14.42,paid,fulfilled,3,2025-07-19 10:00:00
134,13,ruby.jackson@hotmail.co.uk,2022-09-23 08:56:00,2022-09-23 10:43:00,GBP,35.14,29.28,5.86,paid,fulfilled,4,2025-07-19 10:00:00
135,4,olivia.johnson@yahoo.co.uk,2022-09-24 12:32:47,2022-09-24 13:32:47,GBP,56.2,46.83,9.37,paid,fulfilled,4,2025-07-19 10:00:00
136,24,violet.lee@yahoo.co.uk,2022-09-24 16:51:18,2022-09-24 17:39:18,GBP,53.82,44.85,8.97,paid,fulfilled,4,2025-07-19 10:00:00
137,23,phoebe.lewis@gmail.com,2022-09-24 14:06:31,2022-09-24 16:45:31,GBP,64.09,53.41,10.68,paid,fulfilled,4,2025-07-19 10:00:00
138,30,penelope.king@yahoo.co.uk,2022-09-24 08:05:54,2022-09-24 10:40:54,GBP,53.05,44.21,8.84,paid,fulfilled,4,2025-07-19 10:00:00
139,30,penelope.king@yahoo.co.uk,2022-09-25 18:42:53,2022-09-25 22:15:53,GBP,121.04,100.87,20.17,paid,fulfilled,4,2025-07-19 10:00:00
140,33,hazel.hill@gmail.com,2022-09-25 20:03:45,2022-09-25 20:37:45,GBP,78.74,65.62,13.12,paid,fulfilled,4,2025-07-19 10:00:00
141,45,lottie.phillips@gmail.com,2022-09-25 13:25:05,2022-09-25 17:22:05,GBP,78.59,65.49,13.1,refunded,fulfilled,4,2025-07-19 10:00:00
142,22,willow.rodriguez@btinternet.com,2022-09-26 18:16:27,2022-09-26 22:06:27,GBP,63.83,53.19,10.64,pending,fulfilled,2,2025-07-19 10:00:00
143,45,lottie.phillips@gmail.com,2022-09-27 08:12:34,2022-09-27 10:39:34,GBP,20.95,17.46,3.49,paid,fulfilled,4,2025-07-19 10:00:00
144,15,freya.harris@gmail.com,2022-09-28 14:42:21,2022-09-28 16:42:21,GBP,39.25,32.71,6.54,paid,fulfilled,4,2025-07-19 10:00:00
145,25,daisy.walker@hotmail.co.uk,2022-09-29 20:07:05,2022-09-29 23:55:05,GBP,144.23,120.19,24.04,paid,fulfilled,4,2025-07-19 10:00:00
146,50,margot.collins@outlook.com,2022-09-29 16:55:29,2022-09-29 19:04:29,GBP,38.6,32.17,6.43,paid,fulfilled,4,2025-07-19 10:00:00
147,24,violet.lee@yahoo.co.uk,2022-09-30 19:47:43,2022-09-30 22:44:43,GBP,78.66,65.55,13.11,paid,pending,4,2025-07-19 10:00:00
148,14,poppy.white@outlook.com,2022-09-30 20:23:30,2022-09-30 21:06:30,GBP,58.45,48.71,9.74,paid,fulfilled,4,2025-07-19 10:00:00
149,49,holly.edwards@hotmail.co.uk,2022-09-30 16:46:56,2022-09-30 18:55:56,GBP,72.65,60.54,12.11,paid,fulfilled,4,2025-07-19 10:00:00
150,10,scarlett.taylor@gmail.com,2022-09-30 14:23:54,2022-09-30 16:57:54,GBP,125.77,104.81,20.96,pending,fulfilled,1,2025-07-19 10:00:00
151,36,matilda.adams@yahoo.co.uk,2022-10-01 12:58:02,2022-10-01 16:22:02,GBP,24.25,20.21,4.04,paid,fulfilled,4,2025-07-19 10:00:00
152,22,willow.rodriguez@btinternet.com,2022-10-01 12:26:37,2022-10-01 14:08:37,GBP,43.84,36.53,7.31,paid,fulfilled,2,2025-07-19 10:00:00
153,27,rose.allen@gmail.com,2022-10-01 20:28:29,2022-10-01 22:27:29,GBP,93.1,77.58,15.52,paid,fulfilled,4,2025-07-19 10:00:00
154,16,hannah.martin@btinternet.com,2022-10-02 11:08:51,2022-10-02 13:26:51,GBP,59.35,49.46,9.89,paid,fulfilled,1,2025-07-19 10:00:00
155,46,martha.campbell@btinternet.com,2022-10-03 18:03:11,2022-10-03 20:05:11,GBP,34.4,28.67,5.73,paid,partial,4,2025-07-19 10:00:00
156,35,eden.green@gmail.com,2022-10-04 10:45:23,2022-10-04 11:47:23,GBP,18.43,15.36,3.07,pending,fulfilled,4,2025-07-19 10:00:00
157,35,eden.green@gmail.com,2022-10-05 09:33:05,2022-10-05 12:04:05,GBP,44.12,36.77,7.35,paid,fulfilled,4,2025-07-19 10:00:00
158,34,alice.scott@btinternet.com,2022-10-06 18:38:48,2022-10-06 21:50:48,GBP,45.16,37.63,7.53,refunded,fulfilled,4,2025-07-19 10:00:00
159,15,freya.harris@gmail.com,2022-10-07 16:20:06,2022-10-07 19:38:06,GBP,18.3,15.25,3.05,pending,fulfilled,4,2025-07-19 10:00:00
160,7,lily.davis@gmail.com,2022-10-08 12:07:31,2022-10-08 15:32:31,GBP,83.12,69.27,13.85,paid,fulfilled,3,2025-07-19 10:00:00
161,30,penelope.king@yahoo.co.uk,2022-10-08 14:49:30,2022-10-08 16:35:30,GBP,20.27,16.89,3.38,paid,fulfilled,4,2025-07-19 10:00:00
162,49,holly.edwards@hotmail.co.uk,2022-10-08 10:29:00,2022-10-08 13:37:00,GBP,51.05,42.54,8.51,paid,partial,4,2025-07-19 10:00:00
163,25,daisy.walker@hotmail.co.uk,2022-10-08 14:22:23,2022-10-08 16:39:23,GBP,32.68,27.23,5.45,paid,fulfilled,4,2025-07-19 10:00:00
164,32,nova.lopez@outlook.com,2022-10-09 14:50:11,2022-10-09 16:35:11,GBP,27.23,22.69,4.54,paid,fulfilled,4,2025-07-19 10:00:00
